Recommendations
1.0
0.8711400676249503
0.8696565534786725
0.8451542547285166
0.8451542547285166
0.6900655593423543
0.6324555320336759
0.5345224838248488
0.50709255283711
0.50709255283711
0.50709255283711
0.34527065131588947
0.1690308509457033
0.1690308509457033
0.1690308509457033
0.1690308509457033
0.1690308509457033
0.1690308509457033
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
